Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,D3,R1,1.594622912048091,14400,0.19932786400601138,0.25513966592769455
1,Truck 1,R1,R7,1.3018916129604698,13852,0.1572332865894287,0.19997055175072817
1,Truck 1,R7,R6,3.3653713341651703,13240,0.39426856518852166,0.49724931968913
1,Truck 1,R6,R28,3.858918832902526,12610,0.43745301158961525,0.5449822437080475
1,Truck 1,R28,R17,9.879250556416723,12200,1.0838057364605491,1.3288250615084254
1,Truck 1,R17,R14,0.133416822366009,11500,0.014335618449069734,0.01736197581722997
1,Truck 1,R14,R2,0.4746892068479434,10900,0.04927569621258929,0.05822854270668106
1,Truck 1,R2,R11,2.5967264225123965,10450,0.2619428132998382,0.30191272539077463
1,Truck 1,R11,R5,1.7517546837663514,9890,0.17304129243658395,0.19526225541715597
1,Truck 1,R5,R26,1.3137752158917912,9430,0.12651106271025786,0.1385945267751447
1,Truck 1,R26,R12,7.417570331771475,8780,0.6998147995255809,0.7461086744384535
1,Truck 1,R12,R3,0.7052676315517342,8000,0.06468762671686445,0.06605066458692509
1,Truck 1,R3,R10,1.6334859323431203,7100,0.14498395849199294,0.13939079955994627
1,Truck 1,R10,R70,8.55337024158665,6450,0.7318913498220181,0.6477752396294957
1,Truck 1,R70,R23,11.790655276143147,5830,0.9833740847492198,0.8111970829986485
1,Truck 1,R23,R20,8.414315703936735,5080,0.6852420628647105,0.5232582459088124
1,Truck 1,R20,R13,3.632006506183366,4580,0.28758497462389404,0.19680632588172267
1,Truck 1,R13,R24,16.505453885995056,4080,1.2832062210527928,0.8063464405104784
1,Truck 1,R24,R8,21.32972231198121,3680,1.6287203964554986,0.9282695150174224
