Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 4,D5,R4,2.302287565427743,14590,0.2877859456784679,0.3683660104684389
1,Truck 4,R4,R32,2.665571018743977,13990,0.32541356947309885,0.414833932410396
1,Truck 4,R32,R15,1.9508310318230264,13390,0.23028618460175804,0.2911160121088442
1,Truck 4,R15,R18,1.794892580225366,12640,0.2050993273663479,0.2563585242583216
1,Truck 4,R18,R31,1.783934733210479,11910,0.19600806473891874,0.2405219736296582
1,Truck 4,R31,R16,1.808162889711289,11290,0.19150210651464614,0.22970901350892217
1,Truck 4,R16,R21,1.0609626519667468,10780,0.109025414670831,0.1277681956341821
1,Truck 4,R21,R9,2.7708997356638365,10180,0.2779423300451889,0.31861652427153236
1,Truck 4,R9,R33,2.3136618878025317,9650,0.2257377931380121,0.2512328321901842
1,Truck 4,R33,R37,0.23350218756434948,8970,0.02224536559838198,0.024035158506623706
1,Truck 4,R37,R36,16.434271347065025,8160,1.5197217816779198,1.5724310824871814
1,Truck 4,R36,R27,0.6502752708018138,7625,0.058101793316816815,0.05659995957058987
1,Truck 4,R27,R22,2.7386105291128464,6895,0.23935416132086057,0.22274032303451152
1,Truck 4,R22,R38,2.7407843527955302,6175,0.23261813048877106,0.2015755532002686
1,Truck 4,R38,R35,2.2626537007426815,5545,0.18671327471401578,0.14903345708891796
1,Truck 4,R35,R30,2.2901102240786937,4700,0.18450279754642104,0.13545238605350782
1,Truck 4,R30,R34,15.88465487247272,3990,1.2403426501149966,0.7963506976066324
