Simulation,Distance Traveled,Cost Incurred,Fuel Consumed,Best Route
Simulation_0,21.50024821360686,391938.4623789388,13.638829096360062,"['W2', 'D1', 'D3', 'D2']"
Simulation_1,21.50024821360686,391938.4623789388,13.638829096360062,"['W2', 'D1', 'D3', 'D2']"
Simulation_2,21.50024821360686,391938.4623789388,13.638829096360062,"['W2', 'D1', 'D3', 'D2']"
Simulation_3,21.50024821360686,391938.4623789388,13.638829096360062,"['W2', 'D1', 'D3', 'D2']"
Simulation_4,21.50024821360686,391938.4623789388,13.638829096360062,"['W2', 'D1', 'D3', 'D2']"
