Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 4,M1,W3,26.26361840830178,-45000,3.2829523010377226,4.202178945328285
1,Truck 4,W3,W4,26.985116574742904,-45500,0.3459630330095244,-38.85856786762979
