total_cost,total_distance,total_fuel_consumed,route
2218434.2502444745,93.54758478787564,8.239321820553604,"['D6', 'R36', 'R27', 'R30', 'R35', 'R15', 'R33', 'R37', 'R21', 'R16', 'R31', 'R32', 'R4', 'R22', 'R38', 'R18', 'R9', 'R34']"
2218273.1504147863,91.76076325184067,8.029794862518832,"['D6', 'R30', 'R36', 'R27', 'R15', 'R4', 'R38', 'R22', 'R35', 'R21', 'R18', 'R16', 'R31', 'R32', 'R9', 'R33', 'R37', 'R34']"
2217233.6731759137,80.23151259886609,7.089011517037216,"['D6', 'R36', 'R27', 'R4', 'R38', 'R30', 'R35', 'R22', 'R32', 'R18', 'R16', 'R31', 'R9', 'R21', 'R37', 'R33', 'R15', 'R34']"
2216699.073421763,74.30205658565701,6.452246152990668,"['D6', 'R36', 'R27', 'R38', 'R30', 'R32', 'R4', 'R16', 'R31', 'R18', 'R21', 'R37', 'R33', 'R9', 'R15', 'R22', 'R35', 'R34']"
2217738.845308866,85.83457529797936,7.656714425222884,"['D6', 'R36', 'R27', 'R38', 'R35', 'R30', 'R32', 'R4', 'R31', 'R18', 'R16', 'R21', 'R15', 'R22', 'R9', 'R33', 'R37', 'R34']"
