Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 4,D4,R37,3.3561055662351706,14320,0.41951319577939633,0.5369768905976273
1,Truck 4,R37,R33,0.23350218756434948,13790,0.028074164904338266,0.03566668080982917
1,Truck 4,R33,R9,2.3136618878025317,13190,0.27014033094915524,0.3403242392831671
1,Truck 4,R9,R21,2.7708997356638365,12680,0.313284812202891,0.3898471201429974
1,Truck 4,R21,R16,1.0609626519667468,12060,0.1168118010826571,0.14349873522067572
1,Truck 4,R16,R18,0.5482677706217646,11310,0.05850061573002183,0.0705291660127838
1,Truck 4,R18,R31,1.8011112931653726,10580,0.18526139612892129,0.21728606640747056
1,Truck 4,R31,R15,3.260232018683418,9980,0.3239928466957153,0.36792805074848606
1,Truck 4,R15,R32,1.9508310318230264,9380,0.18861973364280907,0.20767246610766726
1,Truck 4,R32,R4,2.665571018743977,8970,0.25093237907091537,0.26669926566206403
1,Truck 4,R4,R27,2.292902998883172,8435,0.21203097825810727,0.2193849589331419
1,Truck 4,R27,R36,0.6502752708018138,7625,0.058775746811046414,0.05850743369827519
1,Truck 4,R36,R22,3.348138954049073,6895,0.29262685687246087,0.27231530159599127
1,Truck 4,R22,R38,2.7407843527955302,6175,0.23261813048877106,0.2015755532002686
1,Truck 4,R38,R30,3.3364962397589215,5330,0.2753263297834346,0.21976388565878766
1,Truck 4,R30,R35,2.2901102240786937,4700,0.1830233542606447,0.13020039993962068
1,Truck 4,R35,R34,13.704953190707174,3990,1.0701421023456932,0.6870749866274531
