Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,D2,R17,7.1832569643142365,14590,0.8979071205392796,1.149321114290278
1,Truck 1,R17,R14,0.133416822366009,13890,0.016287558683894646,0.02076321534208076
1,Truck 1,R14,R2,0.4746892068479434,13290,0.05572777727728849,0.0703299528865913
1,Truck 1,R2,R11,2.5967264225123965,12840,0.29514962747356177,0.3681119376553573
1,Truck 1,R11,R26,1.4939698257461405,12380,0.16584922577110797,0.2046141073341914
1,Truck 1,R26,R5,1.3137752158917912,11820,0.14245068843701653,0.17348839650923067
1,Truck 1,R5,R7,4.9635878270161795,11272,0.5233643849658561,0.6258091532301999
1,Truck 1,R7,R1,1.3018916129604698,10672,0.13366809628194506,0.1565325041204311
1,Truck 1,R1,R28,4.405673281253511,10042,0.43969965414117923,0.5015183494137331
1,Truck 1,R28,R6,3.858918832902526,9430,0.37415344261720873,0.41334680448007644
1,Truck 1,R6,R13,2.6892581768463204,8930,0.2537195587942311,0.27050351581504856
1,Truck 1,R13,R20,3.632006506183366,8180,0.33528277181826877,0.3459607264023196
1,Truck 1,R20,R23,8.414315703936735,7560,0.7524426824791405,0.7341770928874933
1,Truck 1,R23,R10,4.787617877801558,6660,0.4173307076186853,0.38607350566591764
1,Truck 1,R10,R3,1.6334859323431203,5880,0.1373600683100505,0.11604284063365526
1,Truck 1,R3,R12,0.7052676315517342,5230,0.05754468273104881,0.04423438585092477
1,Truck 1,R12,R70,7.942574667423964,4580,0.6324041616399992,0.44308976544669154
1,Truck 1,R70,R8,26.790448123208968,4180,2.082806685229266,1.3088026923125022
1,Truck 1,R8,R24,21.32972231198121,3680,1.6345449815046396,0.951021218816869
