Simulation,Distance Traveled,Cost Incurred,Fuel Consumed,Best Route
Simulation_0,103.97650281899679,2479374.5214941604,9.547733509497775,"['D3', 'R1', 'R7', 'R6', 'R20', 'R13', 'R28', 'R5', 'R26', 'R11', 'R14', 'R17', 'R2', 'R12', 'R3', 'R10', 'R23', 'R70', 'R8', 'R24']"
Simulation_1,111.16013740537674,2480022.197988468,10.223240018463732,"['D3', 'R5', 'R11', 'R17', 'R14', 'R2', 'R26', 'R1', 'R7', 'R28', 'R6', 'R13', 'R20', 'R12', 'R3', 'R10', 'R23', 'R70', 'R8', 'R24']"
Simulation_2,105.25631866060067,2479489.9096904397,9.647040792126454,"['D3', 'R1', 'R7', 'R6', 'R13', 'R20', 'R28', 'R5', 'R26', 'R11', 'R17', 'R14', 'R2', 'R12', 'R3', 'R10', 'R23', 'R70', 'R8', 'R24']"
Simulation_3,103.53064152866379,2479334.322640224,9.465486232090928,"['D3', 'R1', 'R7', 'R28', 'R6', 'R13', 'R20', 'R23', 'R10', 'R3', 'R12', 'R11', 'R26', 'R5', 'R17', 'R14', 'R2', 'R70', 'R8', 'R24']"
Simulation_4,102.15560458330555,2479210.3493092307,9.352374333991822,"['D3', 'R7', 'R1', 'R11', 'R5', 'R26', 'R2', 'R17', 'R14', 'R12', 'R3', 'R10', 'R70', 'R23', 'R20', 'R13', 'R28', 'R6', 'R24', 'R8']"
