Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,D3,R1,1.594622912048091,14400,0.19932786400601138,0.25513966592769455
1,Truck 1,R1,R7,1.3018916129604698,13852,0.1572332865894287,0.19997055175072817
1,Truck 1,R7,R6,3.3653713341651703,13240,0.39426856518852166,0.49724931968913
1,Truck 1,R6,R13,2.6892581768463204,12740,0.3048584692615992,0.379794968122083
1,Truck 1,R13,R20,3.632006506183366,11990,0.40111984680275725,0.49356547081361163
1,Truck 1,R20,R5,13.225506665284689,11430,1.4062706456317453,1.6914541324454766
1,Truck 1,R5,R26,1.3137752158917912,10970,0.13591715455118883,0.1601754743215272
1,Truck 1,R26,R14,2.8859054299796556,10270,0.29207598306251153,0.3376894140466861
1,Truck 1,R14,R17,0.133416822366009,9860,0.013070683400758504,0.014615368167455066
1,Truck 1,R17,R2,0.4106782600422482,9260,0.039493357485791275,0.04319240153617672
1,Truck 1,R2,R11,2.5967264225123965,8810,0.2431695363821073,0.2564873245062911
1,Truck 1,R11,R3,5.737890099607848,8030,0.526959845062865,0.5392086589604816
1,Truck 1,R3,R12,0.7052676315517342,7380,0.06267559969948465,0.060408523534511205
1,Truck 1,R12,R10,1.8713099841051757,6480,0.161934058852992,0.14730952194875943
1,Truck 1,R10,R70,8.55337024158665,5830,0.7142092720095733,0.5912089510984693
1,Truck 1,R70,R23,11.790655276143147,5210,0.960203209414991,0.7332215494390885
1,Truck 1,R23,R28,11.165607375688053,4580,0.8883684858394992,0.6205100205582373
1,Truck 1,R28,R24,14.35216030240164,4080,1.1157997539961886,0.7011508713066614
1,Truck 1,R24,R8,21.32972231198121,3680,1.6287203964554986,0.9282695150174224
