Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,M1,R12,16.99600289846871,4350,2.1245003623085887,2.7193604637549935
1,Truck 1,R12,R3,0.7052676315517342,3570,0.07915461633577264,0.0981732543120014
1,Truck 1,R3,R10,1.6334859323431203,2670,0.16331593004830236,0.18660943291087803
1,Truck 1,R10,R23,4.787617877801558,2050,0.4251125801635196,0.4090540714793651
1,Truck 1,R23,W1,6.91075083157595,-47950,0.5697238937820238,0.4533452545513823
1,Truck 1,W1,R20,9.277582732202806,-48700,0.11296216647026429,-14.235522944291986
1,Truck 1,R20,D1,2.5879602830792297,-58700,0.03111277089539829,-4.033077305150671
1,Truck 1,D1,R13,1.048601044314189,-59200,0.010790296813276283,-1.9696922016397729
1,Truck 1,R13,R25,1.020831561204609,-59710,0.010429419301232213,-1.9338633095460112
1,Truck 1,R25,W2,1.5005560665010058,-109710,0.015219547502900844,-2.867142487384802
1,Truck 1,W2,R6,2.2290429201381294,-110322,0.013221365648469872,-7.825545560587334
1,Truck 1,R6,R1,4.25080735979128,-110922,0.025085791036638834,-15.006642225500595
1,Truck 1,R1,R7,1.3018916129604698,-111470,0.007645108326230599,-4.621069487769639
1,Truck 1,R7,D3,1.4690210619069823,-121470,0.00858785360466615,-5.240056888664682
1,Truck 1,D3,R5,3.542100990322736,-122030,0.019140491036986975,-13.768288233424087
1,Truck 1,R5,R26,1.3137752158917912,-122490,0.00706931272743401,-5.130239667048809
1,Truck 1,R26,R11,1.4939698257461405,-122940,0.008011163442543356,-5.855883646580632
1,Truck 1,R11,R14,2.2944141072411055,-123640,0.012261987789612357,-9.026408651015089
1,Truck 1,R14,R17,0.133416822366009,-124050,0.0007093017521159886,-0.5278609893546673
1,Truck 1,R17,R2,0.4106782600422482,-124650,0.002176701436594309,-1.6302284210637086
1,Truck 1,R2,R70,10.442022982394489,-125300,0.05510011599596058,-41.65114127217514
1,Truck 1,R70,D2,15.34322277543242,-135300,0.08057568939939302,-61.52018604037382
1,Truck 1,D2,R8,11.46438472840083,-135700,0.05608250038352818,-49.63620012008423
1,Truck 1,R8,R24,21.32972231198121,-136200,0.10405757787092014,-92.62218616754721
1,Truck 1,R24,R28,14.35216030240164,-136830,0.06977907576041249,-62.5524554619873
