Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,D3,R7,1.4690210619069823,14452,0.1836276327383728,0.23504336990511718
1,Truck 1,R7,R1,1.3018916129604698,13852,0.15769545361935985,0.20069266763205026
1,Truck 1,R1,R11,4.535781113512513,13402,0.5313873965344723,0.6701828265000035
1,Truck 1,R11,R26,1.4939698257461405,12942,0.17082270506145553,0.21356995844959759
1,Truck 1,R26,R5,1.3137752158917912,12382,0.1466201526596794,0.18136404100343
1,Truck 1,R5,R2,4.228610403410943,11782,0.4585483282330447,0.5584923094936991
1,Truck 1,R2,R17,0.4106782600422482,11372,0.043221404520113686,0.0516118534380562
1,Truck 1,R17,R14,0.133416822366009,10672,0.013764149876820097,0.01618363844209338
1,Truck 1,R14,R70,10.915520696729738,10022,1.0894023157698547,1.2425646600053308
1,Truck 1,R70,R23,11.790655276143147,9402,1.1421659528960852,1.260436769893404
1,Truck 1,R23,R10,4.787617877801558,8502,0.4511343219065958,0.48014062172896266
1,Truck 1,R10,R3,1.6334859323431203,7722,0.14806260943612637,0.14813757223233287
1,Truck 1,R3,R12,0.7052676315517342,7072,0.06188512438592312,0.05809148427565325
1,Truck 1,R12,R13,11.705941399863738,6572,1.0005306160707712,0.8830337875182545
1,Truck 1,R13,R20,3.632006506183366,5822,0.3043648885603616,0.25460849875879554
1,Truck 1,R20,R6,4.906576678531324,5210,0.39945860522328763,0.3047049538390333
1,Truck 1,R6,R28,3.858918832902526,4580,0.3070269054979997,0.21445298260716972
1,Truck 1,R28,R24,14.35216030240164,4080,1.1157997539961886,0.7011508713066614
1,Truck 1,R24,R8,21.32972231198121,3680,1.6287203964554986,0.9282695150174224
