Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 4,D5,R4,2.302287565427743,14590,0.2877859456784679,0.3683660104684389
1,Truck 4,R4,R32,2.665571018743977,13990,0.32541356947309885,0.414833932410396
1,Truck 4,R32,R15,1.9508310318230264,13390,0.23028618460175804,0.2911160121088442
1,Truck 4,R15,R31,3.260232018683418,12660,0.37254117681306675,0.4656480717884904
1,Truck 4,R31,R18,1.8011112931653726,11910,0.19809847043173917,0.2432220690290519
1,Truck 4,R18,R16,0.5482677706217646,11290,0.05806691067800938,0.06965193757978898
1,Truck 4,R16,R21,1.0609626519667468,10780,0.109025414670831,0.1277681956341821
1,Truck 4,R21,R37,5.175745561114336,10100,0.5191666672242546,0.5951417295873339
1,Truck 4,R37,R33,0.23350218756434948,9570,0.022699499763222566,0.025155969006932583
1,Truck 4,R33,R9,2.3136618878025317,8970,0.2196375439341686,0.23617860550688244
1,Truck 4,R9,R36,14.373572164760743,8160,1.329163322060361,1.3752633847243079
1,Truck 4,R36,R27,0.6502752708018138,7625,0.058101793316816815,0.05659995957058987
1,Truck 4,R27,R30,3.2547057707239055,6780,0.28446081025991893,0.264716069352211
1,Truck 4,R30,R35,2.2901102240786937,6150,0.1934868388035395,0.16562077140537115
1,Truck 4,R35,R38,2.2626537007426815,5430,0.18653369338356812,0.14843008276871988
1,Truck 4,R38,R22,2.7407843527955302,4700,0.2198607695167279,0.1587462297139171
1,Truck 4,R22,R34,13.657503839740594,3990,1.0664370515154031,0.6846961924989952
