Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 4,D4,R37,3.3561055662351706,14320,0.41951319577939633,0.5369768905976273
1,Truck 4,R37,R33,0.23350218756434948,13790,0.028074164904338266,0.03566668080982917
1,Truck 4,R33,R9,2.3136618878025317,13190,0.27014033094915524,0.3403242392831671
1,Truck 4,R9,R21,2.7708997356638365,12680,0.313284812202891,0.3898471201429974
1,Truck 4,R21,R16,1.0609626519667468,12060,0.1168118010826571,0.14349873522067572
1,Truck 4,R16,R31,1.808162889711289,11330,0.19293244661878883,0.23260207413246023
1,Truck 4,R31,R18,1.783934733210479,10580,0.18367095200876643,0.21559445895759707
1,Truck 4,R18,R15,1.794892580225366,9980,0.17837146351782487,0.20255961065369998
1,Truck 4,R15,R32,1.9508310318230264,9380,0.18861973364280907,0.20767246610766726
1,Truck 4,R32,R4,2.665571018743977,8970,0.25093237907091537,0.26669926566206403
1,Truck 4,R4,R36,2.26150416271175,8160,0.20912744245531253,0.21638071828826022
1,Truck 4,R36,R27,0.6502752708018138,7625,0.058101793316816815,0.05659995957058987
1,Truck 4,R27,R30,3.2547057707239055,6780,0.28446081025991893,0.264716069352211
1,Truck 4,R30,R35,2.2901102240786937,6150,0.1934868388035395,0.16562077140537115
1,Truck 4,R35,R38,2.2626537007426815,5430,0.18653369338356812,0.14843008276871988
1,Truck 4,R38,R22,2.7407843527955302,4700,0.2198607695167279,0.1587462297139171
1,Truck 4,R22,R34,13.657503839740594,3990,1.0664370515154031,0.6846961924989952
