Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,D2,R2,7.296745246572717,14400,0.9120931558215897,1.167479239451635
1,Truck 1,R2,R17,0.4106782600422482,13990,0.04959882367660002,0.06308018074248933
1,Truck 1,R17,R14,0.133416822366009,13290,0.015749211737547293,0.019909347678938302
1,Truck 1,R14,R11,2.2944141072411055,12840,0.26078814585600196,0.3252561438424991
1,Truck 1,R11,R5,1.7517546837663514,12280,0.19446655015168202,0.23992032148863948
1,Truck 1,R5,R26,1.3137752158917912,11820,0.14173351724954594,0.1720870362789461
1,Truck 1,R26,R7,6.1671919989685735,11272,0.6502733022952946,0.7775595672299578
1,Truck 1,R7,R1,1.3018916129604698,10672,0.13366809628194506,0.1565325041204311
1,Truck 1,R1,R28,4.405673281253511,10042,0.43969965414117923,0.5015183494137331
1,Truck 1,R28,R13,4.6238520026076895,9542,0.4483199102757187,0.49528236597532177
1,Truck 1,R13,R6,2.6892581768463204,8930,0.25497688237294924,0.27371628291698763
1,Truck 1,R6,R20,4.906576678531324,8180,0.452942643719428,0.46736778388570377
1,Truck 1,R20,R23,8.414315703936735,7560,0.7524426824791405,0.7341770928874933
1,Truck 1,R23,R10,4.787617877801558,6660,0.4173307076186853,0.38607350566591764
1,Truck 1,R10,R12,1.8713099841051757,6010,0.15735872722041505,0.13293786127083168
1,Truck 1,R12,R3,0.7052676315517342,5230,0.05783094338422355,0.04521235696667651
1,Truck 1,R3,R70,8.617798444803782,4580,0.6861668701738772,0.480758249240787
1,Truck 1,R70,R8,26.790448123208968,4180,2.082806685229266,1.3088026923125022
1,Truck 1,R8,R24,21.32972231198121,3680,1.6345449815046396,0.951021218816869
