Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,D1,R13,1.048601044314189,14500,0.13107513053927364,0.16777616709027027
1,Truck 1,R13,R6,2.6892581768463204,13888,0.3266305477950997,0.4159385980188976
1,Truck 1,R6,R28,3.858918832902526,13258,0.45298145693934994,0.5716550906810697
1,Truck 1,R28,R7,3.14788787465494,12710,0.35718957078100444,0.4451701060498688
1,Truck 1,R7,R1,1.3018916129604698,12110,0.14355931922669302,0.17650178560776078
1,Truck 1,R1,R5,4.406959354796494,11550,0.4713997740993183,0.5692616297235792
1,Truck 1,R5,R26,1.3137752158917912,11090,0.13670917959331855,0.1618571065978687
1,Truck 1,R26,R11,1.4939698257461405,10640,0.15206315658676872,0.1767266705869301
1,Truck 1,R11,R17,2.2548204499804485,10230,0.2247030743403317,0.2559070889364477
1,Truck 1,R17,R14,0.133416822366009,9530,0.013046824013887053,0.014558443656578903
1,Truck 1,R14,R2,0.4746892068479434,8930,0.044982867538815786,0.048253740173449605
1,Truck 1,R2,R3,5.473243103640858,8150,0.5052535328611784,0.5213446497654706
1,Truck 1,R3,R12,0.7052676315517342,7500,0.0629890709930099,0.06131126610289743
1,Truck 1,R12,R10,1.8713099841051757,6600,0.16272260731349353,0.14970479872841405
1,Truck 1,R10,R70,8.55337024158665,5950,0.7175646175827727,0.6021572650077003
1,Truck 1,R70,R23,11.790655276143147,5330,0.9646022860220737,0.7483135881925518
1,Truck 1,R23,R20,8.414315703936735,4580,0.6724638263042837,0.4783818954878165
1,Truck 1,R20,R24,19.67539029381513,4080,1.5296509505920337,0.9612084004871819
1,Truck 1,R24,R8,21.32972231198121,3680,1.6287203964554986,0.9282695150174224
