Simulation,Distance Traveled,Cost Incurred,Fuel Consumed,Best Route
Simulation_0,62.78845697696781,2215661.007281043,5.590868288832498,"['D5', 'R4', 'R36', 'R27', 'R22', 'R38', 'R35', 'R30', 'R32', 'R15', 'R31', 'R16', 'R18', 'R21', 'R9', 'R37', 'R33', 'R34']"
Simulation_1,59.96510847613769,2215406.4541802085,5.061375160859903,"['D5', 'R4', 'R32', 'R15', 'R37', 'R33', 'R9', 'R21', 'R16', 'R18', 'R31', 'R22', 'R27', 'R36', 'R30', 'R35', 'R38', 'R34']"
Simulation_2,60.67007514511858,2215470.013975084,5.180574906751977,"['D5', 'R31', 'R18', 'R16', 'R21', 'R33', 'R37', 'R9', 'R15', 'R32', 'R36', 'R27', 'R4', 'R22', 'R38', 'R30', 'R35', 'R34']"
Simulation_3,64.16893018527917,2215785.470745505,5.701212469565975,"['D5', 'R22', 'R36', 'R27', 'R30', 'R35', 'R38', 'R4', 'R32', 'R15', 'R31', 'R21', 'R16', 'R18', 'R9', 'R33', 'R37', 'R34']"
Simulation_4,64.12122427982514,2215781.169581069,5.680372715266211,"['D5', 'R22', 'R38', 'R30', 'R35', 'R27', 'R36', 'R4', 'R15', 'R32', 'R31', 'R16', 'R18', 'R21', 'R9', 'R33', 'R37', 'R34']"
