Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 4,D5,R4,2.302287565427743,14590,0.2877859456784679,0.3683660104684389
1,Truck 4,R4,R36,2.26150416271175,13780,0.2760849877160922,0.3519503544956206
1,Truck 4,R36,R27,0.6502752708018138,13245,0.07588399768186718,0.09558179447092259
1,Truck 4,R27,R22,2.7386105291128464,12515,0.3105352680703988,0.38691089555306296
1,Truck 4,R22,R38,2.7407843527955302,11795,0.29922315435010705,0.365876439202518
1,Truck 4,R38,R35,2.2626537007426815,11165,0.23828276414603308,0.2846720042694392
1,Truck 4,R35,R30,2.2901102240786937,10320,0.23393137908121084,0.2727368602862786
1,Truck 4,R30,R32,7.184507446900888,9720,0.7054700949431351,0.7908705797548498
1,Truck 4,R32,R15,1.9508310318230264,9120,0.18643262918798037,0.20226216137941141
1,Truck 4,R15,R31,3.260232018683418,8390,0.3034467627218371,0.3171553707775229
1,Truck 4,R31,R16,1.808162889711289,7770,0.16312289255830476,0.16181852420989562
1,Truck 4,R16,R18,0.5482677706217646,7020,0.048203602129573114,0.04544043282913185
1,Truck 4,R18,R21,1.3420428778481577,6510,0.11446970981304654,0.10049217069327006
1,Truck 4,R21,R9,2.7708997356638365,5910,0.23164184381072034,0.1924112776444968
1,Truck 4,R9,R37,2.536914998438836,5230,0.2072304360757095,0.15992712150158422
1,Truck 4,R37,R33,0.23350218756434948,4700,0.018591925332901122,0.013026308703589843
1,Truck 4,R33,R34,25.90687021404118,3990,2.0229206309766674,1.2987977600639313
