Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,M1,R12,16.99600289846871,4350,2.1245003623085887,2.7193604637549935
1,Truck 1,R12,R3,0.7052676315517342,3570,0.07915461633577264,0.0981732543120014
1,Truck 1,R3,R10,1.6334859323431203,2670,0.16331593004830236,0.18660943291087803
1,Truck 1,R10,R1,6.141599804102542,2070,0.5453382884125858,0.5247382872625213
1,Truck 1,R1,D3,1.594622912048091,-7930,0.1317652381464296,0.10562782169406554
1,Truck 1,D3,R7,1.4690210619069823,-8478,0.05628001922867911,-0.37277878466951586
1,Truck 1,R7,R6,3.3653713341651703,-9090,0.12525015014087396,-0.913011781473674
1,Truck 1,R6,R13,2.6892581768463204,-9590,0.09699409135274904,-0.7822514184810577
1,Truck 1,R13,W2,1.0342045553101777,-59590,0.036382345574832116,-0.3173766939335873
1,Truck 1,W2,R25,1.5005560665010058,-60100,0.015245525232164327,-2.861380352089438
1,Truck 1,R25,D1,1.762148742513432,-70100,0.017774346807680374,-3.388964461601832
1,Truck 1,D1,R20,2.5879602830792297,-70850,0.0228739639656994,-5.805312507003328
1,Truck 1,R20,R23,8.414315703936735,-71470,0.07368697525121932,-19.076936563965365
1,Truck 1,R23,W1,6.91075083157595,-121470,0.06006319275127284,-15.805163581847461
1,Truck 1,W1,R28,15.801288789617825,-122100,0.08538560229559286,-61.42024157679607
1,Truck 1,R28,R11,7.657163736195251,-122550,0.04118083110785872,-29.918070150062086
1,Truck 1,R11,R26,1.4939698257461405,-123010,0.008007556551139735,-5.858752068646065
1,Truck 1,R26,R5,1.3137752158917912,-123570,0.007017505185999931,-5.1714396578191755
1,Truck 1,R5,R14,3.8506993956021733,-124270,0.020482661494282777,-15.226589578065939
1,Truck 1,R14,R17,0.133416822366009,-124680,0.0007059912919282085,-0.530550672493566
1,Truck 1,R17,R2,0.4106782600422482,-125280,0.0021665730777952657,-1.6385076947861603
1,Truck 1,R2,R70,10.442022982394489,-125930,0.05484486208661334,-41.86165245550021
1,Truck 1,R70,D2,15.34322277543242,-135930,0.08020419428669025,-61.82950541152655
1,Truck 1,D2,R8,11.46438472840083,-136330,0.05584156378603632,-49.8673221162088
1,Truck 1,R8,R24,21.32972231198121,-136830,0.10361175113416374,-93.05219336935674
