Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,D2,R2,7.296745246572717,14400,0.9120931558215897,1.167479239451635
1,Truck 1,R2,R14,0.4746892068479434,13700,0.057329614353616346,0.0729122621718441
1,Truck 1,R14,R17,0.133416822366009,13290,0.015501567277228,0.019496644975086113
1,Truck 1,R17,R11,2.2548204499804485,12840,0.2562878438259205,0.31964334698922836
1,Truck 1,R11,R5,1.7517546837663514,12280,0.19446655015168202,0.23992032148863948
1,Truck 1,R5,R26,1.3137752158917912,11820,0.14173351724954594,0.1720870362789461
1,Truck 1,R26,R1,5.467295126270877,11220,0.5764756565026231,0.6893165695202322
1,Truck 1,R1,R7,1.3018916129604698,10672,0.13333588825895842,0.15581038823910903
1,Truck 1,R7,R6,3.3653713341651703,10060,0.3358743413828549,0.3830959240342474
1,Truck 1,R6,R13,2.6892581768463204,9560,0.2609579030449916,0.2885753307634558
1,Truck 1,R13,R20,3.632006506183366,8810,0.34463624489341144,0.37036781012387177
1,Truck 1,R20,R23,8.414315703936735,8190,0.772759049525813,0.7907212944179481
1,Truck 1,R23,R10,4.787617877801558,7290,0.4283071996601858,0.41824629780474415
1,Truck 1,R10,R3,1.6334859323431203,6510,0.1408420358978376,0.127019866099001
1,Truck 1,R3,R12,0.7052676315517342,5860,0.05895900614878233,0.048973784334952426
1,Truck 1,R12,R70,7.942574667423964,5210,0.6475628873320984,0.4964638672117806
1,Truck 1,R70,R28,18.33056566011603,4580,1.4584335909496655,1.0186906356181815
1,Truck 1,R28,R24,14.35216030240164,4080,1.1157997539961886,0.7011508713066614
1,Truck 1,R24,R8,21.32972231198121,3680,1.6287203964554986,0.9282695150174224
