Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,D1,R20,2.5879602830792297,14250,0.3234950353849037,0.41407364529267676
1,Truck 1,R20,R13,3.632006506183366,13750,0.4349708390638762,0.5520649889398717
1,Truck 1,R13,R6,2.6892581768463204,13138,0.3133116322539402,0.39442453260412697
1,Truck 1,R6,R7,3.3653713341651703,12590,0.37945615415967016,0.47161865160812805
1,Truck 1,R7,R1,1.3018916129604698,11990,0.14267826546655255,0.17483536434317137
1,Truck 1,R1,R11,4.535781113512513,11540,0.482290470707363,0.5800961658774937
1,Truck 1,R11,R5,1.7517546837663514,10980,0.18219609108650167,0.2156293232070794
1,Truck 1,R5,R26,1.3137752158917912,10520,0.13302705709718418,0.1538693532852466
1,Truck 1,R26,R17,2.916698847581569,10110,0.2890491722629726,0.32729250001661986
1,Truck 1,R17,R14,0.133416822366009,9410,0.012975765645400603,0.01438767012395041
1,Truck 1,R14,R2,0.4746892068479434,8810,0.04474541634336172,0.04764613798868424
1,Truck 1,R2,R70,10.442022982394489,8160,0.9589808653396029,0.9812717063988848
1,Truck 1,R70,R12,7.942574667423964,7510,0.7096653562744785,0.6913216990525819
1,Truck 1,R12,R3,0.7052676315517342,6730,0.06135251680842089,0.05649663907150426
1,Truck 1,R3,R10,1.6334859323431203,5830,0.13773842815867562,0.11726251012980479
1,Truck 1,R10,R23,4.787617877801558,5210,0.3898923294805547,0.29772599709421954
1,Truck 1,R23,R28,11.165607375688053,4580,0.8883684858394992,0.6205100205582373
1,Truck 1,R28,R24,14.35216030240164,4080,1.1157997539961886,0.7011508713066614
1,Truck 1,R24,R8,21.32972231198121,3680,1.6287203964554986,0.9282695150174224
