Simulation,Distance Traveled,Cost Incurred,Fuel Consumed,Best Route
Simulation_0,31.64702716815843,262853.2959694812,-3.7537576760876825,"['M1', 'W1', 'W2']"
Simulation_1,31.64702716815843,262853.2959694812,-3.7537576760876825,"['M1', 'W1', 'W2']"
Simulation_2,31.64702716815843,262853.2959694812,-3.7537576760876825,"['M1', 'W1', 'W2']"
Simulation_3,31.64702716815843,262853.2959694812,-3.7537576760876825,"['M1', 'W1', 'W2']"
Simulation_4,31.64702716815843,262853.2959694812,-3.7537576760876825,"['M1', 'W1', 'W2']"
