Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 4,W3,D6,21.37147463290007,5000,2.671434329112509,3.4194359412640116
1,Truck 4,D6,D4,20.41570165922322,-5000,1.611765920464991,1.0888374218252383
