Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,M1,W1,18.476229907135373,-35000,2.3095287383919216,2.95619678514166
1,Truck 1,W1,W2,13.170797261023056,-35510,0.42034459343690606,-4.917097644115275
