Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 4,D5,R22,2.6887725204608848,14270,0.3360965650576106,0.4302036032737416
1,Truck 4,R22,R38,2.7407843527955302,13550,0.32860494997948164,0.4171839222868503
1,Truck 4,R38,R30,3.3364962397589215,12705,0.3845366392346049,0.4822349231864895
1,Truck 4,R30,R35,2.2901102240786937,12075,0.25246502304913393,0.3103557375671446
1,Truck 4,R35,R27,4.316526044610376,11540,0.4609210939252938,0.5559685545458165
1,Truck 4,R27,R36,0.6502752708018138,10730,0.06763367814469011,0.08004455066723126
1,Truck 4,R36,R4,2.26150416271175,10320,0.22631638161769463,0.2588366897695688
1,Truck 4,R4,R15,3.755909071072461,9720,0.3688048970024019,0.4134504705436565
1,Truck 4,R15,R32,1.9508310318230264,9120,0.18643262918798037,0.20226216137941141
1,Truck 4,R32,R31,5.197783662294884,8390,0.48378477869460945,0.5056403946680463
1,Truck 4,R31,R16,1.808162889711289,7770,0.16312289255830476,0.16181852420989562
1,Truck 4,R16,R18,0.5482677706217646,7020,0.048203602129573114,0.04544043282913185
1,Truck 4,R18,R21,1.3420428778481577,6510,0.11446970981304654,0.10049217069327006
1,Truck 4,R21,R9,2.7708997356638365,5910,0.23164184381072034,0.1924112776444968
1,Truck 4,R9,R33,2.3136618878025317,5380,0.18899378269911218,0.1458532454070716
1,Truck 4,R33,R37,0.23350218756434948,4700,0.018696129035258045,0.013399912203692804
1,Truck 4,R37,R34,25.915694350204877,3990,2.0236096577463467,1.2992401434236045
