Simulation,Distance Traveled,Cost Incurred,Fuel Consumed,Best Route
Simulation_0,26.093513314767446,262352.59116045944,2.9875926688027663,"['W3', 'D5', 'D6']"
Simulation_1,26.093513314767446,262352.59116045944,2.9875926688027663,"['W3', 'D5', 'D6']"
Simulation_2,26.093513314767446,262352.59116045944,2.9875926688027663,"['W3', 'D5', 'D6']"
Simulation_3,26.093513314767446,262352.59116045944,2.9875926688027663,"['W3', 'D5', 'D6']"
Simulation_4,26.093513314767446,262352.59116045944,2.9875926688027663,"['W3', 'D5', 'D6']"
