Cycle,Vehicle Type,Start Location,End Location,Distance,Load at End,Fuel Consumed,Wear and Tear Cost
1,Truck 1,M1,R70,10.970863902680248,4350,1.371357987835031,1.7553382244288398
1,Truck 1,R70,R14,10.915520696729738,3650,1.2250864979494656,1.5194404809847797
1,Truck 1,R14,R17,0.133416822366009,3240,0.013490073040041354,0.015583084852349851
1,Truck 1,R17,R2,0.4106782600422482,2640,0.039246775615658286,0.042579122001180296
1,Truck 1,R2,R11,2.5967264225123965,2190,0.22971748252940521,0.21937144817384727
1,Truck 1,R11,R26,1.4939698257461405,1730,0.12518600852573658,0.10469740538828952
1,Truck 1,R26,R5,1.3137752158917912,1170,0.10445024772553596,0.07273059595176956
1,Truck 1,R5,R1,4.406959354796494,570,0.3298128539736936,0.16499655824358075
1,Truck 1,R1,R7,1.3018916129604698,22,0.09166959674415362,0.023746503020398973
1,Truck 1,R7,D3,1.4690210619069823,-9978,0.09813624388123496,0.0010341908275825157
1,Truck 1,D3,R28,3.526147589043256,-10608,0.12172057181569584,-1.1258848205911556
1,Truck 1,R28,R6,3.858918832902526,-11220,0.12927181597063186,-1.3099331513417598
1,Truck 1,R6,R25,3.5886469209877876,-11730,0.11686358346319485,-1.2884677905114554
1,Truck 1,R25,R13,1.020831561204609,-12230,0.0324877971231815,-0.38317933481376204
1,Truck 1,R13,W2,1.0342045553101777,-62230,0.03219614455233727,-0.4047462947661912
1,Truck 1,W2,D1,2.009236566098476,-72230,0.019674865025151055,-4.001113328265861
1,Truck 1,D1,R20,2.5879602830792297,-72980,0.022286563123949204,-5.981707879898009
1,Truck 1,R20,R23,8.414315703936735,-73600,0.07181165896235223,-19.650456322345693
1,Truck 1,R23,R3,6.272656692290102,-74380,0.05314009397060405,-14.773361041681648
1,Truck 1,R3,R12,0.7052676315517342,-75030,0.005920051972196675,-1.6786498059141757
1,Truck 1,R12,R10,1.8713099841051757,-75930,0.01558879378971673,-4.492940419437162
1,Truck 1,R10,W1,11.67198065509406,-125930,0.09622249142713278,-28.360111716521345
1,Truck 1,W1,D2,25.77485153268632,-135930,0.1347338320178896,-103.86646571235804
1,Truck 1,D2,R8,11.46438472840083,-136330,0.05584156378603632,-49.8673221162088
1,Truck 1,R8,R24,21.32972231198121,-136830,0.10361175113416374,-93.05219336935674
